6.000000000000000888e-01,3.804590359685359330e-02
8.000000000000000444e-01,6.954914554436546215e-02
1.000000000000000000e+00,1.341986924983844531e-01
1.200000000000000178e+00,1.125890980971645944e-01
1.400000000000000133e+00,4.986489851595358319e-02
1.600000000000000089e+00,5.760524381918577519e-02
1.800000000000000044e+00,8.960053210886798070e-02
2.000000000000000000e+00,9.862772174250585000e-02
2.200000000000000178e+00,7.650726085750983452e-02
2.400000000000000355e+00,7.704786669220257955e-02
2.600000000000000089e+00,7.933914280380958972e-02
2.800000000000000266e+00,8.222894646795411711e-02
3.000000000000000000e+00,1.037531988913989456e-01
3.200000000000000178e+00,9.433410599282020248e-02
3.400000000000000355e+00,8.382671392827077683e-02
3.600000000000000089e+00,8.549933039649705580e-02
3.800000000000000266e+00,1.127158859001088781e-01
4.000000000000000000e+00,8.920619975642685162e-02
4.200000000000000178e+00,8.888963614331683860e-02
4.400000000000000355e+00,1.048532249110385173e-01
4.600000000000000533e+00,8.680629693898923860e-02
4.800000000000000711e+00,7.884951692171458804e-02
5.000000000000000000e+00,9.277717037141419709e-02
5.200000000000000178e+00,1.121321785023397383e-01
5.400000000000000355e+00,6.226029432482918513e-02
5.600000000000000533e+00,4.760284623337032728e-02
5.800000000000000711e+00,7.206714019578371044e-02
6.000000000000000000e+00,5.614039527614720498e-02
6.200000000000000178e+00,6.521551247018325670e-02
6.400000000000000355e+00,3.924864791821651433e-02
6.600000000000000533e+00,2.657019333280333587e-02
6.800000000000000711e+00,4.194613919635584859e-02
7.000000000000000000e+00,8.128682055405457574e-02
7.200000000000000178e+00,9.947982599305164875e-02
7.400000000000000355e+00,6.865354161422701496e-02
7.600000000000000533e+00,3.628482254307347638e-02
7.800000000000000711e+00,5.636446654374178272e-02
8.000000000000000000e+00,1.091278381465432129e-01
8.200000000000001066e+00,1.094111435796668863e-01
8.400000000000000355e+00,8.180293682066358540e-02
8.599999999999999645e+00,5.825723518729066658e-02
8.800000000000000711e+00,1.247266468320327865e-01
9.000000000000000000e+00,8.577336292516238303e-02
9.200000000000001066e+00,9.731400784578908558e-02
9.400000000000000355e+00,6.786419102988651419e-02
9.600000000000001421e+00,2.235070756860074032e-02
9.800000000000000711e+00,3.140171072255872747e-02
1.000000000000000000e+01,5.323870191188986162e-02
1.020000000000000107e+01,4.092431779904109196e-02
1.040000000000000036e+01,1.878817068762690320e-02
1.060000000000000142e+01,2.319887964863885654e-02
1.080000000000000071e+01,3.018562320505601554e-02
1.100000000000000000e+01,5.676023662586240220e-02
1.120000000000000107e+01,5.857824260289393875e-02
1.140000000000000036e+01,3.899869640600731047e-02
1.160000000000000142e+01,3.166254979299806815e-02
1.180000000000000071e+01,3.168292023141609098e-02
1.200000000000000000e+01,3.811109472201273940e-02
1.220000000000000107e+01,2.256981711691904285e-02
1.240000000000000036e+01,3.442237288845796661e-02
1.260000000000000142e+01,2.733482367661667009e-02
1.280000000000000071e+01,1.518322694278663627e-02
1.300000000000000000e+01,1.750506137847259586e-02
1.320000000000000107e+01,1.258259142948353615e-02
1.340000000000000036e+01,1.800836220655891579e-02
1.360000000000000142e+01,3.322369523449451162e-02
1.380000000000000071e+01,3.570836467218461985e-02
1.400000000000000000e+01,2.260493625066795770e-02
1.420000000000000107e+01,2.098179672405792867e-02
1.440000000000000036e+01,3.406306712384301466e-02
1.460000000000000142e+01,2.397136249057504193e-02
1.480000000000000071e+01,2.301599330421240375e-02
1.500000000000000000e+01,2.188900985362692356e-02
1.520000000000000107e+01,1.436040667927126688e-02
1.540000000000000036e+01,8.965622216393293389e-03
1.560000000000000142e+01,1.656554149330721759e-02
1.580000000000000071e+01,1.921470899690914252e-02
1.600000000000000000e+01,1.614662585513293794e-02
1.619999999999999929e+01,1.753134884467164728e-02
1.640000000000000213e+01,1.551159645799126893e-02
1.660000000000000142e+01,9.523121566771529725e-03
1.680000000000000071e+01,1.705695016390882876e-02
1.700000000000000000e+01,1.316752690964715332e-02
1.719999999999999929e+01,1.474835343301526130e-02
1.740000000000000213e+01,1.321665895805830548e-02
1.760000000000000142e+01,6.707878158148785318e-03
1.780000000000000071e+01,1.426561034070853926e-02
1.800000000000000000e+01,1.425746797420102997e-02
1.819999999999999929e+01,2.016943816769257991e-02
1.840000000000000213e+01,1.297977142967071847e-02
1.860000000000000142e+01,2.006861119202207888e-02
1.880000000000000071e+01,1.928334735416163681e-02
1.900000000000000000e+01,1.093023321652476960e-02
1.920000000000000284e+01,8.832558597012755974e-03
1.940000000000000213e+01,6.729649413740874768e-03
1.960000000000000142e+01,1.394678503668931972e-02
1.980000000000000071e+01,1.310398330578754593e-02
2.000000000000000000e+01,1.224156506143898003e-02
2.020000000000000284e+01,4.641946861638478541e-03
2.040000000000000213e+01,9.994425167075951522e-03
2.060000000000000142e+01,1.486324518331796386e-02
2.080000000000000071e+01,8.575216882825495088e-03
2.100000000000000000e+01,9.862112159831864025e-03
2.120000000000000284e+01,9.089645870438867181e-03
2.140000000000000213e+01,9.071200959079352144e-03
2.160000000000000142e+01,7.049421771799513348e-03
2.180000000000000071e+01,7.930526989596516085e-03
2.200000000000000000e+01,9.773674321655911532e-03
2.220000000000000284e+01,7.416802231972962657e-03
2.240000000000000213e+01,8.377068254715533055e-03
2.260000000000000142e+01,3.684310748280400418e-03
2.280000000000000071e+01,2.199484025349660119e-03
2.300000000000000000e+01,5.151031116400289940e-03
2.320000000000000284e+01,7.381868484953207563e-03
2.340000000000000213e+01,3.505450437075306735e-03
2.360000000000000142e+01,2.537186668142199421e-03
2.380000000000000071e+01,6.751770467995163276e-03
2.400000000000000000e+01,5.449429658854230279e-03
2.420000000000000284e+01,3.755744261401492562e-03
2.440000000000000213e+01,6.036367736053137659e-03
2.460000000000000142e+01,8.922413259138815139e-03
2.480000000000000071e+01,9.836443846147908954e-03
2.500000000000000000e+01,9.435340466662922240e-03
2.520000000000000284e+01,3.772722875963421645e-03
2.540000000000000213e+01,3.898271068984806610e-03
2.560000000000000142e+01,4.063245632208487869e-03
2.580000000000000071e+01,3.771069174615082099e-03
2.600000000000000000e+01,3.371662321248847065e-03
2.620000000000000284e+01,1.295762717305352701e-03
2.640000000000000213e+01,1.018583945811445427e-03
2.660000000000000142e+01,2.105675966769014664e-03
2.680000000000000071e+01,2.845303146665240698e-03
2.700000000000000000e+01,2.768390059973787568e-03
2.720000000000000284e+01,1.988360392752388552e-03
2.740000000000000213e+01,2.603915439186511426e-03
2.760000000000000142e+01,2.695911685676725955e-03
2.780000000000000071e+01,1.607625182682416833e-03
2.800000000000000000e+01,1.017310351703539775e-03
2.820000000000000284e+01,2.485261861422897317e-03
2.840000000000000213e+01,2.853599918575848698e-03
2.860000000000000142e+01,1.995549166475700954e-03
2.880000000000000071e+01,2.472893172586423764e-03
2.900000000000000000e+01,3.298183103700868743e-03
2.920000000000000284e+01,3.349213690000496166e-03
2.940000000000000213e+01,2.393323360207775651e-03
2.960000000000000142e+01,8.151228475951837566e-04
2.980000000000000071e+01,1.006632641599034678e-03
3.000000000000000000e+01,1.945113662759833826e-03
